"","Ligand","category","db","PMID"
"1477"," IFNA14","Cytokine","cytosig","34594031"
"1478"," IFNA14","Cytokine","cytosig","34594031"
"1479"," IFNA16","Cytokine","cytosig","34594031"
"1480"," IFNA16","Cytokine","cytosig","34594031"
"1481"," IFNA17","Cytokine","cytosig","34594031"
"1482"," IFNA17","Cytokine","cytosig","34594031"
"1483"," IFNA21","Cytokine","cytosig","34594031"
"1484"," IFNA21","Cytokine","cytosig","34594031"
"1485"," IFNB1","Cytokine","cytosig","34594031"
"1486"," IFNB1","Cytokine","cytosig","34594031"
"1487","IL36A","Cytokine","cytosig","34594031"
"1488","IL36A","Cytokine","cytosig","34594031"
"1489"," IL36B","Cytokine","cytosig","34594031"
"1490"," IL36B","Cytokine","cytosig","34594031"
"1491"," IL36G","Cytokine","cytosig","34594031"
"1492"," IL36G","Cytokine","cytosig","34594031"
"1493","IFNB1","Cytokine","cytosig","34594031"
"1494","IFNB1","Cytokine","cytosig","34594031"
"1495","IFNG","Cytokine","cytosig","34594031"
"1496","IFNG","Cytokine","cytosig","34594031"
"1497","IFNA1","Cytokine","cytosig","34594031"
"1498","IFNA1","Cytokine","cytosig","34594031"
"1499"," IFNA2","Cytokine","cytosig","34594031"
"1500"," IFNA2","Cytokine","cytosig","34594031"
"1501"," IFNA4","Cytokine","cytosig","34594031"
"1502"," IFNA4","Cytokine","cytosig","34594031"
"1503"," IFNA5","Cytokine","cytosig","34594031"
"1504"," IFNA5","Cytokine","cytosig","34594031"
"1505"," IFNA6","Cytokine","cytosig","34594031"
"1506"," IFNA6","Cytokine","cytosig","34594031"
"1507"," IFNA7","Cytokine","cytosig","34594031"
"1508"," IFNA7","Cytokine","cytosig","34594031"
"1509"," IFNA8","Cytokine","cytosig","34594031"
"1510"," IFNA8","Cytokine","cytosig","34594031"
"1511"," IFNA10","Cytokine","cytosig","34594031"
"1512"," IFNA10","Cytokine","cytosig","34594031"
"1513"," IFNA13","Cytokine","cytosig","34594031"
"1514"," IFNA13","Cytokine","cytosig","34594031"
"1515"," IFNA14","Cytokine","cytosig","34594031"
"1516"," IFNA14","Cytokine","cytosig","34594031"
"1517"," IFNA16","Cytokine","cytosig","34594031"
"1518"," IFNA16","Cytokine","cytosig","34594031"
"1519"," IFNA17","Cytokine","cytosig","34594031"
"1520"," IFNA17","Cytokine","cytosig","34594031"
"1521"," IFNA21","Cytokine","cytosig","34594031"
"1522"," IFNA21","Cytokine","cytosig","34594031"
"1523","IFNL1","Cytokine","cytosig","34594031"
"1524","IFNL1","Cytokine","cytosig","34594031"
"1525"," IFNL2","Cytokine","cytosig","34594031"
"1526"," IFNL2","Cytokine","cytosig","34594031"
"1527"," IFNL3","Cytokine","cytosig","34594031"
"1528"," IFNL3","Cytokine","cytosig","34594031"
"1529","IL1A","Cytokine","cytosig","34594031"
"1530","IL1B","Cytokine","cytosig","34594031"
"1531","IL1RN","Cytokine","cytosig","34594031"
"1532","IL16","Cytokine","cytosig","34594031"
"1533","IL17A","Cytokine","cytosig","34594031"
"1534","IL17F","Cytokine","cytosig","34594031"
"1535","IL32","Cytokine","cytosig","34594031"
"1536","IL34","Cytokine","cytosig","34594031"
"1537","IL37","Cytokine","cytosig","34594031"
"1538","IL2","Cytokine","cytosig","34594031"
"1539","IL15","Cytokine","cytosig","34594031"
"1540","IL3","Cytokine","cytosig","34594031"
"1541","IL3","Cytokine","cytosig","34594031"
"1542","IL4","Cytokine","cytosig","34594031"
"1543","IL4","Cytokine","cytosig","34594031"
"1544","IL5","Cytokine","cytosig","34594031"
"1545","IL5","Cytokine","cytosig","34594031"
"1546","IL6","Cytokine","cytosig","34594031"
"1547","IL6","Cytokine","cytosig","34594031"
"1548","IL7","Cytokine","cytosig","34594031"
"1549","IL7","Cytokine","cytosig","34594031"
"1550","IL9","Cytokine","cytosig","34594031"
"1551","IL9","Cytokine","cytosig","34594031"
"1552","IL10","Cytokine","cytosig","34594031"
"1553","IL10","Cytokine","cytosig","34594031"
"1554","IL11","Cytokine","cytosig","34594031"
"1555","IL11","Cytokine","cytosig","34594031"
"1556","IL13","Cytokine","cytosig","34594031"
"1557","IL13","Cytokine","cytosig","34594031"
"1558","IL17C","Cytokine","cytosig","34594031"
"1559","IL17C","Cytokine","cytosig","34594031"
"1560","IL18","Cytokine","cytosig","34594031"
"1561","IL18","Cytokine","cytosig","34594031"
"1562","IL19","Cytokine","cytosig","34594031"
"1563","IL19","Cytokine","cytosig","34594031"
"1564","IL21","Cytokine","cytosig","34594031"
"1565","IL21","Cytokine","cytosig","34594031"
"1566","IL22","Cytokine","cytosig","34594031"
"1567","IL22","Cytokine","cytosig","34594031"
"1568","IL25","Cytokine","cytosig","34594031"
"1569","IL25","Cytokine","cytosig","34594031"
"1570","IL26","Cytokine","cytosig","34594031"
"1571","IL26","Cytokine","cytosig","34594031"
"1572","IL27","Cytokine","cytosig","34594031"
"1573","IL27","Cytokine","cytosig","34594031"
"1574","IL31","Cytokine","cytosig","34594031"
"1575","IL31","Cytokine","cytosig","34594031"
"1576","IL33","Cytokine","cytosig","34594031"
"1577","IL33","Cytokine","cytosig","34594031"
"1578","IL36A","Cytokine","cytosig","34594031"
"1579","IL36A","Cytokine","cytosig","34594031"
"1580","IL36B","Cytokine","cytosig","34594031"
"1581","IL36B","Cytokine","cytosig","34594031"
"1582","IL36G","Cytokine","cytosig","34594031"
"1583","IL36G","Cytokine","cytosig","34594031"
"1584","IL36RN","Cytokine","cytosig","34594031"
"1585","IL36RN","Cytokine","cytosig","34594031"
"1586","TSLP","Cytokine","cytosig","34594031"
"1587","TSLP","Cytokine","cytosig","34594031"
"1588","LIF","Cytokine","cytosig","34594031"
"1589","LIF","Cytokine","cytosig","34594031"
"1590","IL2","Cytokine","cytosig","34594031"
"1591","IL2","Cytokine","cytosig","34594031"
"1592","IL2","Cytokine","cytosig","34594031"
"1593","IL2","Cytokine","cytosig","34594031"
"1594","IL2","Cytokine","cytosig","34594031"
"1595","IL15","Cytokine","cytosig","34594031"
"1596","IL15","Cytokine","cytosig","34594031"
"1597","IL15","Cytokine","cytosig","34594031"
"1598","IL15","Cytokine","cytosig","34594031"
"1599","IL15","Cytokine","cytosig","34594031"
"1600","IL15","Cytokine","cytosig","34594031"
"1601","IL15","Cytokine","cytosig","34594031"
"1602","IL20","Cytokine","cytosig","34594031"
"1603","IL20","Cytokine","cytosig","34594031"
"1604","IL20","Cytokine","cytosig","34594031"
"1605","IL20","Cytokine","cytosig","34594031"
"1606","IL24","Cytokine","cytosig","34594031"
"1607","IL24","Cytokine","cytosig","34594031"
"1608","IL24","Cytokine","cytosig","34594031"
"1609","IL24","Cytokine","cytosig","34594031"
"1610","OSM","Cytokine","cytosig","34594031"
"1611","OSM","Cytokine","cytosig","34594031"
"1612","OSM","Cytokine","cytosig","34594031"
"1613","OSM","Cytokine","cytosig","34594031"
"1614","IL12A ","Cytokine","cytosig","34594031"
"1615","IL12A ","Cytokine","cytosig","34594031"
"1616"," IL12B","Cytokine","cytosig","34594031"
"1617"," IL12B","Cytokine","cytosig","34594031"
"1618","IL23A ","Cytokine","cytosig","34594031"
"1619","IL23A ","Cytokine","cytosig","34594031"
"1620"," IL12B","Cytokine","cytosig","34594031"
"1621"," IL12B","Cytokine","cytosig","34594031"
"1622","IL12A ","Cytokine","cytosig","34594031"
"1623","IL12A ","Cytokine","cytosig","34594031"
"1624"," EBI3","Cytokine","cytosig","34594031"
"1625"," EBI3","Cytokine","cytosig","34594031"
"1626","CD40LG","Cytokine","cytosig","34594031"
"1627","FASLG","Cytokine","cytosig","34594031"
"1628","CD70","Cytokine","cytosig","34594031"
"1629","TNFSF8","Cytokine","cytosig","34594031"
"1630","TNFSF9","Cytokine","cytosig","34594031"
"1631","TNFSF11","Cytokine","cytosig","34594031"
"1632","TNFSF12","Cytokine","cytosig","34594031"
"1633","TNF","Cytokine","cytosig","34594031"
"1634","TNF","Cytokine","cytosig","34594031"
"1635","LTA","Cytokine","cytosig","34594031"
"1636","LTA","Cytokine","cytosig","34594031"
"1637","LTB","Cytokine","cytosig","34594031"
"1638","LTB","Cytokine","cytosig","34594031"
"1639","TNFSF10","Cytokine","cytosig","34594031"
"1640","TNFSF10","Cytokine","cytosig","34594031"
"1641","TNFSF10","Cytokine","cytosig","34594031"
"1642","TNFSF10","Cytokine","cytosig","34594031"
"1643","TNFSF10","Cytokine","cytosig","34594031"
"1644","TNFSF13","Cytokine","cytosig","34594031"
"1645","TNFSF13","Cytokine","cytosig","34594031"
"1646","TNFSF14","Cytokine","cytosig","34594031"
"1647","TNFSF14","Cytokine","cytosig","34594031"
"1648","TNFSF13B","Cytokine","cytosig","34594031"
"1649","TNFSF13B","Cytokine","cytosig","34594031"
"1650","TNFSF13B","Cytokine","cytosig","34594031"
"1651","TGFB1","Cytokine","cytosig","34594031"
"1652","TGFB1","Cytokine","cytosig","34594031"
"1653","TGFB1","Cytokine","cytosig","34594031"
"1654","TGFB1","Cytokine","cytosig","34594031"
"1655","TGFB1","Cytokine","cytosig","34594031"
"1656","TGFB2","Cytokine","cytosig","34594031"
"1657","TGFB2","Cytokine","cytosig","34594031"
"1658","TGFB2","Cytokine","cytosig","34594031"
"1659","TGFB3","Cytokine","cytosig","34594031"
"1660","TGFB3","Cytokine","cytosig","34594031"
"1661","TGFB3","Cytokine","cytosig","34594031"
"1662","TGFB3","Cytokine","cytosig","34594031"
"1663","TGFB3","Cytokine","cytosig","34594031"
"1664","MIF","Cytokine","cytosig","34594031"
"1665","MIF","Cytokine","cytosig","34594031"
"1666","MIF","Cytokine","cytosig","34594031"
"1667","INHBA","GrowthFactor","cytosig","34594031"
"1668","INHBB","GrowthFactor","cytosig","34594031"
"1669","INHA","GrowthFactor","cytosig","34594031"
"1670","INHBA","GrowthFactor","cytosig","34594031"
"1671","INHA","GrowthFactor","cytosig","34594031"
"1672","INHBA","GrowthFactor","cytosig","34594031"
"1673","INHA","GrowthFactor","cytosig","34594031"
"1674","INHBB","GrowthFactor","cytosig","34594031"
"1675","INHA","GrowthFactor","cytosig","34594031"
"1676","INHBB","GrowthFactor","cytosig","34594031"
"1677","INHBA","GrowthFactor","cytosig","34594031"
"1678","INHBA","GrowthFactor","cytosig","34594031"
"1679","INHBA","GrowthFactor","cytosig","34594031"
"1680","INHBA","GrowthFactor","cytosig","34594031"
"1681","INHBA","GrowthFactor","cytosig","34594031"
"1682","INHBA","GrowthFactor","cytosig","34594031"
"1683","INHBA","GrowthFactor","cytosig","34594031"
"1684","INHBA","GrowthFactor","cytosig","34594031"
"1685","INHBA","GrowthFactor","cytosig","34594031"
"1686","INHBA","GrowthFactor","cytosig","34594031"
"1687","INHBA","GrowthFactor","cytosig","34594031"
"1688","INHBA","GrowthFactor","cytosig","34594031"
"1689","INHBB","GrowthFactor","cytosig","34594031"
"1690","INHBB","GrowthFactor","cytosig","34594031"
"1691","INHBB","GrowthFactor","cytosig","34594031"
"1692","INHBB","GrowthFactor","cytosig","34594031"
"1693","INHBB","GrowthFactor","cytosig","34594031"
"1694","INHBB","GrowthFactor","cytosig","34594031"
"1695","INHBB","GrowthFactor","cytosig","34594031"
"1696","INHBB","GrowthFactor","cytosig","34594031"
"1697","ANGPTL2","GrowthFactor","cytosig","34594031"
"1698","ANGPTL5","GrowthFactor","cytosig","34594031"
"1699","ANGPTL6","GrowthFactor","cytosig","34594031"
"1700","ANGPTL7","GrowthFactor","cytosig","34594031"
"1701","ANGPT1","GrowthFactor","cytosig","34594031"
"1702","ANGPT1","GrowthFactor","cytosig","34594031"
"1703","ANGPT2","GrowthFactor","cytosig","34594031"
"1704","ANGPT2","GrowthFactor","cytosig","34594031"
"1705","ANGPT4","GrowthFactor","cytosig","34594031"
"1706","ANGPT4","GrowthFactor","cytosig","34594031"
"1707","ANGPTL1","GrowthFactor","cytosig","34594031"
"1708","ANGPTL3","GrowthFactor","cytosig","34594031"
"1709","ANGPTL4","GrowthFactor","cytosig","34594031"
"1710","ANGPTL4","GrowthFactor","cytosig","34594031"
"1711","ANGPTL4","GrowthFactor","cytosig","34594031"
"1712","ANGPTL1","GrowthFactor","cytosig","34594031"
"1713","ANGPTL1","GrowthFactor","cytosig","34594031"
"1714","ANGPTL3","GrowthFactor","cytosig","34594031"
"1715","ANGPTL3","GrowthFactor","cytosig","34594031"
"1716","BMP3","GrowthFactor","cytosig","34594031"
"1717","BMP2","GrowthFactor","cytosig","34594031"
"1718","BMP2","GrowthFactor","cytosig","34594031"
"1719","BMP2","GrowthFactor","cytosig","34594031"
"1720","BMP2","GrowthFactor","cytosig","34594031"
"1721","BMP2","GrowthFactor","cytosig","34594031"
"1722","BMP2","GrowthFactor","cytosig","34594031"
"1723","BMP2","GrowthFactor","cytosig","34594031"
"1724","BMP4","GrowthFactor","cytosig","34594031"
"1725","BMP4","GrowthFactor","cytosig","34594031"
"1726","BMP4","GrowthFactor","cytosig","34594031"
"1727","BMP4","GrowthFactor","cytosig","34594031"
"1728","BMP5","GrowthFactor","cytosig","34594031"
"1729","BMP5","GrowthFactor","cytosig","34594031"
"1730","BMP5","GrowthFactor","cytosig","34594031"
"1731","BMP5","GrowthFactor","cytosig","34594031"
"1732","BMP5","GrowthFactor","cytosig","34594031"
"1733","BMP5","GrowthFactor","cytosig","34594031"
"1734","BMP6","GrowthFactor","cytosig","34594031"
"1735","BMP6","GrowthFactor","cytosig","34594031"
"1736","BMP6","GrowthFactor","cytosig","34594031"
"1737","BMP6","GrowthFactor","cytosig","34594031"
"1738","BMP6","GrowthFactor","cytosig","34594031"
"1739","BMP6","GrowthFactor","cytosig","34594031"
"1740","BMP7","GrowthFactor","cytosig","34594031"
"1741","BMP7","GrowthFactor","cytosig","34594031"
"1742","BMP7","GrowthFactor","cytosig","34594031"
"1743","BMP7","GrowthFactor","cytosig","34594031"
"1744","BMP7","GrowthFactor","cytosig","34594031"
"1745","BMP7","GrowthFactor","cytosig","34594031"
"1746","BMP7","GrowthFactor","cytosig","34594031"
"1747","BMP7","GrowthFactor","cytosig","34594031"
"1748","BMP8A","GrowthFactor","cytosig","34594031"
"1749","BMP8A","GrowthFactor","cytosig","34594031"
"1750","BMP8A","GrowthFactor","cytosig","34594031"
"1751","BMP8A","GrowthFactor","cytosig","34594031"
"1752","BMP8A","GrowthFactor","cytosig","34594031"
"1753","BMP8A","GrowthFactor","cytosig","34594031"
"1754","BMP8B","GrowthFactor","cytosig","34594031"
"1755","BMP8B","GrowthFactor","cytosig","34594031"
"1756","BMP8B","GrowthFactor","cytosig","34594031"
"1757","BMP8B","GrowthFactor","cytosig","34594031"
"1758","BMP8B","GrowthFactor","cytosig","34594031"
"1759","BMP8B","GrowthFactor","cytosig","34594031"
"1760","BMP8B","GrowthFactor","cytosig","34594031"
"1761","BMP10","GrowthFactor","cytosig","34594031"
"1762","BMP10","GrowthFactor","cytosig","34594031"
"1763","BMP10","GrowthFactor","cytosig","34594031"
"1764","BMP10","GrowthFactor","cytosig","34594031"
"1765","BMP15","GrowthFactor","cytosig","34594031"
"1766","BMP15","GrowthFactor","cytosig","34594031"
"1767","BMP15","GrowthFactor","cytosig","34594031"
"1768","GH1","GrowthFactor","cytosig","34594031"
"1769","GH2","GrowthFactor","cytosig","34594031"
"1770","PRL","GrowthFactor","cytosig","34594031"
"1771","CNTF","GrowthFactor","cytosig","34594031"
"1772","CNTF","GrowthFactor","cytosig","34594031"
"1773","OSM","GrowthFactor","cytosig","34594031"
"1774","OSM","GrowthFactor","cytosig","34594031"
"1775","OSM","GrowthFactor","cytosig","34594031"
"1776","OSM","GrowthFactor","cytosig","34594031"
"1777","EGF","GrowthFactor","cytosig","34594031"
"1778","TGFA","GrowthFactor","cytosig","34594031"
"1779","AREG","GrowthFactor","cytosig","34594031"
"1780","EPGN","GrowthFactor","cytosig","34594031"
"1781","NRG3","GrowthFactor","cytosig","34594031"
"1782","NRG4","GrowthFactor","cytosig","34594031"
"1783","HBEGF","GrowthFactor","cytosig","34594031"
"1784","HBEGF","GrowthFactor","cytosig","34594031"
"1785","EREG","GrowthFactor","cytosig","34594031"
"1786","EREG","GrowthFactor","cytosig","34594031"
"1787","BTC","GrowthFactor","cytosig","34594031"
"1788","BTC","GrowthFactor","cytosig","34594031"
"1789","NRG1","GrowthFactor","cytosig","34594031"
"1790","NRG1","GrowthFactor","cytosig","34594031"
"1791","NRG2","GrowthFactor","cytosig","34594031"
"1792","NRG2","GrowthFactor","cytosig","34594031"
"1793","EFNA1","GrowthFactor","cytosig","34594031"
"1794","EFNA1","GrowthFactor","cytosig","34594031"
"1795","EFNA1","GrowthFactor","cytosig","34594031"
"1796","EFNA1","GrowthFactor","cytosig","34594031"
"1797","EFNA1","GrowthFactor","cytosig","34594031"
"1798","EFNA1","GrowthFactor","cytosig","34594031"
"1799","EFNA1","GrowthFactor","cytosig","34594031"
"1800","EFNA1","GrowthFactor","cytosig","34594031"
"1801","EFNA1","GrowthFactor","cytosig","34594031"
"1802","EFNA1","GrowthFactor","cytosig","34594031"
"1803","EFNA2","GrowthFactor","cytosig","34594031"
"1804","EFNA2","GrowthFactor","cytosig","34594031"
"1805","EFNA2","GrowthFactor","cytosig","34594031"
"1806","EFNA2","GrowthFactor","cytosig","34594031"
"1807","EFNA2","GrowthFactor","cytosig","34594031"
"1808","EFNA2","GrowthFactor","cytosig","34594031"
"1809","EFNA2","GrowthFactor","cytosig","34594031"
"1810","EFNA2","GrowthFactor","cytosig","34594031"
"1811","EFNA2","GrowthFactor","cytosig","34594031"
"1812","EFNA2","GrowthFactor","cytosig","34594031"
"1813","EFNA3","GrowthFactor","cytosig","34594031"
"1814","EFNA3","GrowthFactor","cytosig","34594031"
"1815","EFNA3","GrowthFactor","cytosig","34594031"
"1816","EFNA3","GrowthFactor","cytosig","34594031"
"1817","EFNA3","GrowthFactor","cytosig","34594031"
"1818","EFNA3","GrowthFactor","cytosig","34594031"
"1819","EFNA3","GrowthFactor","cytosig","34594031"
"1820","EFNA3","GrowthFactor","cytosig","34594031"
"1821","EFNA3","GrowthFactor","cytosig","34594031"
"1822","EFNA3","GrowthFactor","cytosig","34594031"
"1823","EFNA4","GrowthFactor","cytosig","34594031"
"1824","EFNA4","GrowthFactor","cytosig","34594031"
"1825","EFNA4","GrowthFactor","cytosig","34594031"
"1826","EFNA4","GrowthFactor","cytosig","34594031"
"1827","EFNA4","GrowthFactor","cytosig","34594031"
"1828","EFNA4","GrowthFactor","cytosig","34594031"
"1829","EFNA4","GrowthFactor","cytosig","34594031"
"1830","EFNA4","GrowthFactor","cytosig","34594031"
"1831","EFNA4","GrowthFactor","cytosig","34594031"
"1832","EFNA4","GrowthFactor","cytosig","34594031"
"1833","EFNA4","GrowthFactor","cytosig","34594031"
"1834","EFNA4","GrowthFactor","cytosig","34594031"
"1835","EFNA4","GrowthFactor","cytosig","34594031"
"1836","EFNA4","GrowthFactor","cytosig","34594031"
"1837","EFNA5","GrowthFactor","cytosig","34594031"
"1838","EFNA5","GrowthFactor","cytosig","34594031"
"1839","EFNA5","GrowthFactor","cytosig","34594031"
"1840","EFNA5","GrowthFactor","cytosig","34594031"
"1841","EFNA5","GrowthFactor","cytosig","34594031"
"1842","EFNA5","GrowthFactor","cytosig","34594031"
"1843","EFNA5","GrowthFactor","cytosig","34594031"
"1844","EFNA5","GrowthFactor","cytosig","34594031"
"1845","EFNA5","GrowthFactor","cytosig","34594031"
"1846","EFNA5","GrowthFactor","cytosig","34594031"
"1847","EFNB1","GrowthFactor","cytosig","34594031"
"1848","EFNB1","GrowthFactor","cytosig","34594031"
"1849","EFNB1","GrowthFactor","cytosig","34594031"
"1850","EFNB1","GrowthFactor","cytosig","34594031"
"1851","EFNB1","GrowthFactor","cytosig","34594031"
"1852","EFNB1","GrowthFactor","cytosig","34594031"
"1853","EFNB2","GrowthFactor","cytosig","34594031"
"1854","EFNB2","GrowthFactor","cytosig","34594031"
"1855","EFNB2","GrowthFactor","cytosig","34594031"
"1856","EFNB2","GrowthFactor","cytosig","34594031"
"1857","EFNB2","GrowthFactor","cytosig","34594031"
"1858","EFNB2","GrowthFactor","cytosig","34594031"
"1859","EFNB3","GrowthFactor","cytosig","34594031"
"1860","EFNB3","GrowthFactor","cytosig","34594031"
"1861","EFNB3","GrowthFactor","cytosig","34594031"
"1862","EFNB3","GrowthFactor","cytosig","34594031"
"1863","EFNB3","GrowthFactor","cytosig","34594031"
"1864","EFNB3","GrowthFactor","cytosig","34594031"
"1865","FGF1","GrowthFactor","cytosig","34594031"
"1866","FGF1","GrowthFactor","cytosig","34594031"
"1867","FGF1","GrowthFactor","cytosig","34594031"
"1868","FGF1","GrowthFactor","cytosig","34594031"
"1869","FGF2","GrowthFactor","cytosig","34594031"
"1870","FGF2","GrowthFactor","cytosig","34594031"
"1871","FGF2","GrowthFactor","cytosig","34594031"
"1872","FGF2","GrowthFactor","cytosig","34594031"
"1873","FGF4","GrowthFactor","cytosig","34594031"
"1874","FGF4","GrowthFactor","cytosig","34594031"
"1875","FGF4","GrowthFactor","cytosig","34594031"
"1876","FGF4","GrowthFactor","cytosig","34594031"
"1877","FGF5","GrowthFactor","cytosig","34594031"
"1878","FGF5","GrowthFactor","cytosig","34594031"
"1879","FGF5","GrowthFactor","cytosig","34594031"
"1880","FGF5","GrowthFactor","cytosig","34594031"
"1881","FGF6","GrowthFactor","cytosig","34594031"
"1882","FGF6","GrowthFactor","cytosig","34594031"
"1883","FGF6","GrowthFactor","cytosig","34594031"
"1884","FGF6","GrowthFactor","cytosig","34594031"
"1885","FGF3","GrowthFactor","cytosig","34594031"
"1886","FGF3","GrowthFactor","cytosig","34594031"
"1887","FGF7","GrowthFactor","cytosig","34594031"
"1888","FGF7","GrowthFactor","cytosig","34594031"
"1889","FGF10","GrowthFactor","cytosig","34594031"
"1890","FGF10","GrowthFactor","cytosig","34594031"
"1891","FGF22","GrowthFactor","cytosig","34594031"
"1892","FGF22","GrowthFactor","cytosig","34594031"
"1893","FGF8","GrowthFactor","cytosig","34594031"
"1894","FGF8","GrowthFactor","cytosig","34594031"
"1895","FGF8","GrowthFactor","cytosig","34594031"
"1896","FGF8","GrowthFactor","cytosig","34594031"
"1897","FGF17","GrowthFactor","cytosig","34594031"
"1898","FGF17","GrowthFactor","cytosig","34594031"
"1899","FGF17","GrowthFactor","cytosig","34594031"
"1900","FGF17","GrowthFactor","cytosig","34594031"
"1901","FGF18","GrowthFactor","cytosig","34594031"
"1902","FGF18","GrowthFactor","cytosig","34594031"
"1903","FGF18","GrowthFactor","cytosig","34594031"
"1904","FGF18","GrowthFactor","cytosig","34594031"
"1905","FGF9","GrowthFactor","cytosig","34594031"
"1906","FGF9","GrowthFactor","cytosig","34594031"
"1907","FGF9","GrowthFactor","cytosig","34594031"
"1908","FGF16","GrowthFactor","cytosig","34594031"
"1909","FGF16","GrowthFactor","cytosig","34594031"
"1910","FGF16","GrowthFactor","cytosig","34594031"
"1911","FGF20","GrowthFactor","cytosig","34594031"
"1912","FGF20","GrowthFactor","cytosig","34594031"
"1913","FGF20","GrowthFactor","cytosig","34594031"
"1914","FGF19","GrowthFactor","cytosig","34594031"
"1915","FGF19","GrowthFactor","cytosig","34594031"
"1916","FGF19","GrowthFactor","cytosig","34594031"
"1917","FGF19","GrowthFactor","cytosig","34594031"
"1918","FGF21","GrowthFactor","cytosig","34594031"
"1919","FGF21","GrowthFactor","cytosig","34594031"
"1920","FGF23","GrowthFactor","cytosig","34594031"
"1921","FGF23","GrowthFactor","cytosig","34594031"
"1922","FGF23","GrowthFactor","cytosig","34594031"
"1923","GDF1","GrowthFactor","cytosig","34594031"
"1924","GDF1","GrowthFactor","cytosig","34594031"
"1925","GDF2","GrowthFactor","cytosig","34594031"
"1926","GDF2","GrowthFactor","cytosig","34594031"
"1927","GDF2","GrowthFactor","cytosig","34594031"
"1928","GDF3","GrowthFactor","cytosig","34594031"
"1929","GDF3","GrowthFactor","cytosig","34594031"
"1930","GDF3","GrowthFactor","cytosig","34594031"
"1931","GDF3","GrowthFactor","cytosig","34594031"
"1932","GDF3","GrowthFactor","cytosig","34594031"
"1933","GDF5","GrowthFactor","cytosig","34594031"
"1934","GDF5","GrowthFactor","cytosig","34594031"
"1935","GDF5","GrowthFactor","cytosig","34594031"
"1936","GDF5","GrowthFactor","cytosig","34594031"
"1937","GDF5","GrowthFactor","cytosig","34594031"
"1938","GDF6","GrowthFactor","cytosig","34594031"
"1939","GDF6","GrowthFactor","cytosig","34594031"
"1940","GDF6","GrowthFactor","cytosig","34594031"
"1941","GDF6","GrowthFactor","cytosig","34594031"
"1942","GDF7","GrowthFactor","cytosig","34594031"
"1943","GDF7","GrowthFactor","cytosig","34594031"
"1944","GDF7","GrowthFactor","cytosig","34594031"
"1945","GDF7","GrowthFactor","cytosig","34594031"
"1946","MSTN","GrowthFactor","cytosig","34594031"
"1947","MSTN","GrowthFactor","cytosig","34594031"
"1948","GDF9","GrowthFactor","cytosig","34594031"
"1949","GDF9","GrowthFactor","cytosig","34594031"
"1950","GDF10","GrowthFactor","cytosig","34594031"
"1951","GDF10","GrowthFactor","cytosig","34594031"
"1952","GDF11","GrowthFactor","cytosig","34594031"
"1953","GDF11","GrowthFactor","cytosig","34594031"
"1954","GDF11","GrowthFactor","cytosig","34594031"
"1955","GDF11","GrowthFactor","cytosig","34594031"
"1956","GDF15","GrowthFactor","cytosig","34594031"
"1957","GDF15","GrowthFactor","cytosig","34594031"
"1958","GDF15","GrowthFactor","cytosig","34594031"
"1959","GDNF","GrowthFactor","cytosig","34594031"
"1960","GDNF","GrowthFactor","cytosig","34594031"
"1961","NRTN","GrowthFactor","cytosig","34594031"
"1962","NRTN","GrowthFactor","cytosig","34594031"
"1963","ARTN","GrowthFactor","cytosig","34594031"
"1964","ARTN","GrowthFactor","cytosig","34594031"
"1965","PSPN","GrowthFactor","cytosig","34594031"
"1966","PSPN","GrowthFactor","cytosig","34594031"
"1967","NGF","GrowthFactor","cytosig","34594031"
"1968","NGF","GrowthFactor","cytosig","34594031"
"1969","BDNF","GrowthFactor","cytosig","34594031"
"1970","BDNF","GrowthFactor","cytosig","34594031"
"1971","NTF3","GrowthFactor","cytosig","34594031"
"1972","NTF3","GrowthFactor","cytosig","34594031"
"1973","NTF3","GrowthFactor","cytosig","34594031"
"1974","NTF3","GrowthFactor","cytosig","34594031"
"1975","NTF4","GrowthFactor","cytosig","34594031"
"1976","NTF4","GrowthFactor","cytosig","34594031"
"1977","MST1","GrowthFactor","cytosig","34594031"
"1978","HGF","GrowthFactor","cytosig","34594031"
"1979","HDGF","GrowthFactor","cytosig","34594031"
"1980","INS","GrowthFactor","cytosig","34594031"
"1981","EPO","GrowthFactor","cytosig","34594031"
"1982","RNLS","GrowthFactor","cytosig","34594031"
"1983","THPO","GrowthFactor","cytosig","34594031"
"1984","IGF1","GrowthFactor","cytosig","34594031"
"1985","IGF1","GrowthFactor","cytosig","34594031"
"1986","IGF2","GrowthFactor","cytosig","34594031"
"1987","IGF2","GrowthFactor","cytosig","34594031"
"1988","ADM","GrowthFactor","cytosig","34594031"
"1989","ADM","GrowthFactor","cytosig","34594031"
"1990","ADM2","GrowthFactor","cytosig","34594031"
"1991","ADM2","GrowthFactor","cytosig","34594031"
"1992","PDGFA","GrowthFactor","cytosig","34594031"
"1993","PDGFA","GrowthFactor","cytosig","34594031"
"1994","PDGFC","GrowthFactor","cytosig","34594031"
"1995","PDGFC","GrowthFactor","cytosig","34594031"
"1996","PDGFD","GrowthFactor","cytosig","34594031"
"1997","PDGFD","GrowthFactor","cytosig","34594031"
"1998","PDGFB","GrowthFactor","cytosig","34594031"
"1999","PDGFB","GrowthFactor","cytosig","34594031"
"2000","PDGFB","GrowthFactor","cytosig","34594031"
