"","Ligand","category","db","PMID"
"2","col1a1","Collagens","matrisome","36399478"
"3","col1a2","Collagens","matrisome","36399478"
"4","col1a1","Collagens","matrisome","36399478"
"5","col6a3","Collagens","matrisome","36399478"
"6","col1a2","Collagens","matrisome","36399478"
"7","col3a1","Collagens","matrisome","36399478"
"8","col3a1","Collagens","matrisome","36399478"
"9","col2a1","Collagens","matrisome","36399478"
"10","col4a2","Collagens","matrisome","36399478"
"11","col6a1","Collagens","matrisome","36399478"
"12","col4a2","Collagens","matrisome","36399478"
"13","col2a1","Collagens","matrisome","36399478"
"14","col6a2","Collagens","matrisome","36399478"
"15","col6a1","Collagens","matrisome","36399478"
"16","col4a1","Collagens","matrisome","36399478"
"17","col4a1","Collagens","matrisome","36399478"
"18","col5a2","Collagens","matrisome","36399478"
"19","col12a1","Collagens","matrisome","36399478"
"20","col14a1","Collagens","matrisome","36399478"
"21","col12a1","Collagens","matrisome","36399478"
"22","col22a1","Collagens","matrisome","36399478"
"23","col5a3","Collagens","matrisome","36399478"
"24","col7a1","Collagens","matrisome","36399478"
"25","col14a1","Collagens","matrisome","36399478"
"26","col5a2","Collagens","matrisome","36399478"
"27","col6a2","Collagens","matrisome","36399478"
"28","col4a4","Collagens","matrisome","36399478"
"29","col5a1","Collagens","matrisome","36399478"
"30","col27a1","Collagens","matrisome","36399478"
"31","col4a3","Collagens","matrisome","36399478"
"32","col11a2","Collagens","matrisome","36399478"
"33","col11a1","Collagens","matrisome","36399478"
"34","col4a6","Collagens","matrisome","36399478"
"35","col7a1","Collagens","matrisome","36399478"
"36","col18a1","Collagens","matrisome","36399478"
"37","col4a4","Collagens","matrisome","36399478"
"38","col4a3","Collagens","matrisome","36399478"
"39","col11a2","Collagens","matrisome","36399478"
"40","col16a1","Collagens","matrisome","36399478"
"41","col5a1","Collagens","matrisome","36399478"
"42","col24a1","Collagens","matrisome","36399478"
"43","col4a5","Collagens","matrisome","36399478"
"44","col9a2","Collagens","matrisome","36399478"
"45","col19a1","Collagens","matrisome","36399478"
"46","col11a1","Collagens","matrisome","36399478"
"47","col10a1","Collagens","matrisome","36399478"
"48","col16a1","Collagens","matrisome","36399478"
"49","col9a1","Collagens","matrisome","36399478"
"50","col23a1","Collagens","matrisome","36399478"
"51","col27a1","Collagens","matrisome","36399478"
"52","col24a1","Collagens","matrisome","36399478"
"53","col9a3","Collagens","matrisome","36399478"
"54","col25a1","Collagens","matrisome","36399478"
"55","col28a1","Collagens","matrisome","36399478"
"56","col15a1","Collagens","matrisome","36399478"
"57","col18a1","Collagens","matrisome","36399478"
"58","col17a1","Collagens","matrisome","36399478"
"59","col8a2","Collagens","matrisome","36399478"
"60","col9a1","Collagens","matrisome","36399478"
"61","col6a6","Collagens","matrisome","36399478"
"62","col9a2","Collagens","matrisome","36399478"
"63","col19a1","Collagens","matrisome","36399478"
"64","col15a1","Collagens","matrisome","36399478"
"65","col13a1","Collagens","matrisome","36399478"
"66","col10a1","Collagens","matrisome","36399478"
"67","col17a1","Collagens","matrisome","36399478"
"68","col21a1","Collagens","matrisome","36399478"
"69","col6a4","Collagens","matrisome","36399478"
"70","col28a1","Collagens","matrisome","36399478"
"71","col6a5","Collagens","matrisome","36399478"
"72","col23a1","Collagens","matrisome","36399478"
"73","col6a6","Collagens","matrisome","36399478"
"74","col8a1","Collagens","matrisome","36399478"
"75","col13a1","Collagens","matrisome","36399478"
"76","col6a5","Collagens","matrisome","36399478"
"77","col8a2","Collagens","matrisome","36399478"
"78","col8a1","Collagens","matrisome","36399478"
"79","col20a1","Collagens","matrisome","36399478"
"80","col25a1","Collagens","matrisome","36399478"
"81","col26a1","Collagens","matrisome","36399478"
"82","col20a1","Collagens","matrisome","36399478"
"83","col26a1","Collagens","matrisome","36399478"
"85","hpx","ECMaffiliated","matrisome","36399478"
"86","anxa5","ECMaffiliated","matrisome","36399478"
"87","sftpa1","ECMaffiliated","matrisome","36399478"
"88","anxa2","ECMaffiliated","matrisome","36399478"
"89","anxa6","ECMaffiliated","matrisome","36399478"
"90","anxa6","ECMaffiliated","matrisome","36399478"
"91","sftpd","ECMaffiliated","matrisome","36399478"
"92","anxa1","ECMaffiliated","matrisome","36399478"
"93","anxa3","ECMaffiliated","matrisome","36399478"
"94","anxa2","ECMaffiliated","matrisome","36399478"
"95","anxa5","ECMaffiliated","matrisome","36399478"
"96","anxa4","ECMaffiliated","matrisome","36399478"
"97","lgals1","ECMaffiliated","matrisome","36399478"
"98","sftpb","ECMaffiliated","matrisome","36399478"
"99","anxa1","ECMaffiliated","matrisome","36399478"
"100","lgals3","ECMaffiliated","matrisome","36399478"
"101","lgals9","ECMaffiliated","matrisome","36399478"
"102","anxa7","ECMaffiliated","matrisome","36399478"
"103","frem2","ECMaffiliated","matrisome","36399478"
"104","anxa11","ECMaffiliated","matrisome","36399478"
"105","cspg4","ECMaffiliated","matrisome","36399478"
"106","muc2","ECMaffiliated","matrisome","36399478"
"107","c1qc","ECMaffiliated","matrisome","36399478"
"108","frem1","ECMaffiliated","matrisome","36399478"
"109","hpx","ECMaffiliated","matrisome","36399478"
"110","anxa4","ECMaffiliated","matrisome","36399478"
"111","muc5ac","ECMaffiliated","matrisome","36399478"
"112","lman1","ECMaffiliated","matrisome","36399478"
"113","clec3a","ECMaffiliated","matrisome","36399478"
"114","lgals1","ECMaffiliated","matrisome","36399478"
"115","c1qb","ECMaffiliated","matrisome","36399478"
"116","sema7a","ECMaffiliated","matrisome","36399478"
"117","plxnb2","ECMaffiliated","matrisome","36399478"
"118","frem2","ECMaffiliated","matrisome","36399478"
"119","muc16","ECMaffiliated","matrisome","36399478"
"120","muc2","ECMaffiliated","matrisome","36399478"
"121","plxna4","ECMaffiliated","matrisome","36399478"
"122","muc19","ECMaffiliated","matrisome","36399478"
"123","colec12","ECMaffiliated","matrisome","36399478"
"124","anxa8","ECMaffiliated","matrisome","36399478"
"125","gpc1","ECMaffiliated","matrisome","36399478"
"126","plxna1","ECMaffiliated","matrisome","36399478"
"127","sftpc","ECMaffiliated","matrisome","36399478"
"128","sema3c","ECMaffiliated","matrisome","36399478"
"129","lgals4","ECMaffiliated","matrisome","36399478"
"130","elfn2","ECMaffiliated","matrisome","36399478"
"131","reg3g","ECMaffiliated","matrisome","36399478"
"132","lgals4","ECMaffiliated","matrisome","36399478"
"133","lgals7","ECMaffiliated","matrisome","36399478"
"134","plxdc2","ECMaffiliated","matrisome","36399478"
"135","sema3c","ECMaffiliated","matrisome","36399478"
"136","gpc4","ECMaffiliated","matrisome","36399478"
"137","anxa11","ECMaffiliated","matrisome","36399478"
"138","muc4","ECMaffiliated","matrisome","36399478"
"139","frem1","ECMaffiliated","matrisome","36399478"
"140","c1qa","ECMaffiliated","matrisome","36399478"
"141","sdc3","ECMaffiliated","matrisome","36399478"
"142","plxnb2","ECMaffiliated","matrisome","36399478"
"143","c1ql3","ECMaffiliated","matrisome","36399478"
"144","clec3b","ECMaffiliated","matrisome","36399478"
"145","fcn1","ECMaffiliated","matrisome","36399478"
"146","plxna2","ECMaffiliated","matrisome","36399478"
"147","cspg4","ECMaffiliated","matrisome","36399478"
"148","mbl1","ECMaffiliated","matrisome","36399478"
"149","plxna4","ECMaffiliated","matrisome","36399478"
"150","muc6","ECMaffiliated","matrisome","36399478"
"151","lgals3","ECMaffiliated","matrisome","36399478"
"152","c1qa","ECMaffiliated","matrisome","36399478"
"153","grem1","ECMaffiliated","matrisome","36399478"
"154","anxa3","ECMaffiliated","matrisome","36399478"
"155","c1qb","ECMaffiliated","matrisome","36399478"
"156","c1ql3","ECMaffiliated","matrisome","36399478"
"157","plxnd1","ECMaffiliated","matrisome","36399478"
"158","plxna1","ECMaffiliated","matrisome","36399478"
"159","c1qc","ECMaffiliated","matrisome","36399478"
"160","lgals6","ECMaffiliated","matrisome","36399478"
"161","sema3b","ECMaffiliated","matrisome","36399478"
"162","clec3b","ECMaffiliated","matrisome","36399478"
"163","elfn1","ECMaffiliated","matrisome","36399478"
"164","anxa9","ECMaffiliated","matrisome","36399478"
"165","anxa7","ECMaffiliated","matrisome","36399478"
"166","grem1","ECMaffiliated","matrisome","36399478"
"167","plxna2","ECMaffiliated","matrisome","36399478"
"168","clec11a","ECMaffiliated","matrisome","36399478"
"169","clec3a","ECMaffiliated","matrisome","36399478"
"170","lman1","ECMaffiliated","matrisome","36399478"
"171","colec12","ECMaffiliated","matrisome","36399478"
"172","gpc1","ECMaffiliated","matrisome","36399478"
"173","fcn2","ECMaffiliated","matrisome","36399478"
"174","mbl2","ECMaffiliated","matrisome","36399478"
"175","fcn3","ECMaffiliated","matrisome","36399478"
"176","plxnb1","ECMaffiliated","matrisome","36399478"
"177","muc5b","ECMaffiliated","matrisome","36399478"
"178","lgalsl","ECMaffiliated","matrisome","36399478"
"179","anxa8","ECMaffiliated","matrisome","36399478"
"180","anxa8l1","ECMaffiliated","matrisome","36399478"
"181","c1qtnf3","ECMaffiliated","matrisome","36399478"
"182","plxna3","ECMaffiliated","matrisome","36399478"
"183","c1qtnf3","ECMaffiliated","matrisome","36399478"
"184","cspg5","ECMaffiliated","matrisome","36399478"
"185","c1qtnf7","ECMaffiliated","matrisome","36399478"
"186","plxnd1","ECMaffiliated","matrisome","36399478"
"187","clec14a","ECMaffiliated","matrisome","36399478"
"188","lgals8","ECMaffiliated","matrisome","36399478"
"189","clec18a","ECMaffiliated","matrisome","36399478"
"190","plxnc1","ECMaffiliated","matrisome","36399478"
"191","sema3e","ECMaffiliated","matrisome","36399478"
"192","sema3f","ECMaffiliated","matrisome","36399478"
"193","clec18b","ECMaffiliated","matrisome","36399478"
"194","clec18c","ECMaffiliated","matrisome","36399478"
"195","c1qtnf4","ECMaffiliated","matrisome","36399478"
"196","colec11","ECMaffiliated","matrisome","36399478"
"197","plxna3","ECMaffiliated","matrisome","36399478"
"198","muc12","ECMaffiliated","matrisome","36399478"
"199","gpc5","ECMaffiliated","matrisome","36399478"
"200","gpc4","ECMaffiliated","matrisome","36399478"
"201","elfn2","ECMaffiliated","matrisome","36399478"
"202","c1qtnf4","ECMaffiliated","matrisome","36399478"
"203","sema3g","ECMaffiliated","matrisome","36399478"
"204","muc1","ECMaffiliated","matrisome","36399478"
"205","sftpd","ECMaffiliated","matrisome","36399478"
"206","cspg5","ECMaffiliated","matrisome","36399478"
"207","sema7a","ECMaffiliated","matrisome","36399478"
"208","sema3a","ECMaffiliated","matrisome","36399478"
"209","ovgp1","ECMaffiliated","matrisome","36399478"
"210","anxa13","ECMaffiliated","matrisome","36399478"
"211","muc17","ECMaffiliated","matrisome","36399478"
"212","sema5b","ECMaffiliated","matrisome","36399478"
"213","sema4d","ECMaffiliated","matrisome","36399478"
"214","c1qtnf2","ECMaffiliated","matrisome","36399478"
"215","plxnc1","ECMaffiliated","matrisome","36399478"
"216","sema3b","ECMaffiliated","matrisome","36399478"
"217","plxnb1","ECMaffiliated","matrisome","36399478"
"218","muc6","ECMaffiliated","matrisome","36399478"
"219","frem3","ECMaffiliated","matrisome","36399478"
"220","muc4","ECMaffiliated","matrisome","36399478"
"221","sema6c","ECMaffiliated","matrisome","36399478"
"222","clec10a","ECMaffiliated","matrisome","36399478"
"223","c1qtnf5","ECMaffiliated","matrisome","36399478"
"224","gpc2","ECMaffiliated","matrisome","36399478"
"225","muc13","ECMaffiliated","matrisome","36399478"
"226","sema6d","ECMaffiliated","matrisome","36399478"
"227","c1qtnf5","ECMaffiliated","matrisome","36399478"
"228","muc3a","ECMaffiliated","matrisome","36399478"
"229","sema6d","ECMaffiliated","matrisome","36399478"
"230","sema3a","ECMaffiliated","matrisome","36399478"
"231","reg3b","ECMaffiliated","matrisome","36399478"
"232","muc13","ECMaffiliated","matrisome","36399478"
"233","sema4a","ECMaffiliated","matrisome","36399478"
"234","muc19","ECMaffiliated","matrisome","36399478"
"235","sema6c","ECMaffiliated","matrisome","36399478"
"236","c1qtnf9","ECMaffiliated","matrisome","36399478"
"237","frem3","ECMaffiliated","matrisome","36399478"
"238","plxnb3","ECMaffiliated","matrisome","36399478"
"239","gpc6","ECMaffiliated","matrisome","36399478"
"240","gpc6","ECMaffiliated","matrisome","36399478"
"241","plxnb3","ECMaffiliated","matrisome","36399478"
"242","c1ql1","ECMaffiliated","matrisome","36399478"
"243","muc20","ECMaffiliated","matrisome","36399478"
"244","anxa10","ECMaffiliated","matrisome","36399478"
"245","gpc3","ECMaffiliated","matrisome","36399478"
"246","clec1a","ECMaffiliated","matrisome","36399478"
"247","sdc3","ECMaffiliated","matrisome","36399478"
"248","c1ql1","ECMaffiliated","matrisome","36399478"
"249","c1ql4","ECMaffiliated","matrisome","36399478"
"250","c1qtnf1","ECMaffiliated","matrisome","36399478"
"251","c1qtnf9","ECMaffiliated","matrisome","36399478"
"252","sdc1","ECMaffiliated","matrisome","36399478"
"253","sema6a","ECMaffiliated","matrisome","36399478"
"254","sdc2","ECMaffiliated","matrisome","36399478"
"255","sema6a","ECMaffiliated","matrisome","36399478"
"256","emcn","ECMaffiliated","matrisome","36399478"
"257","sema4c","ECMaffiliated","matrisome","36399478"
"258","sdc4","ECMaffiliated","matrisome","36399478"
"259","sdc2","ECMaffiliated","matrisome","36399478"
"260","c1ql4","ECMaffiliated","matrisome","36399478"
"261","sema4b","ECMaffiliated","matrisome","36399478"
"262","itln1","ECMaffiliated","matrisome","36399478"
"263","ovgp1","ECMaffiliated","matrisome","36399478"
"264","sema6b","ECMaffiliated","matrisome","36399478"
"265","sema4b","ECMaffiliated","matrisome","36399478"
"266","anxa10","ECMaffiliated","matrisome","36399478"
"267","mbl2","ECMaffiliated","matrisome","36399478"
"268","sema4d","ECMaffiliated","matrisome","36399478"
"269","clec14a","ECMaffiliated","matrisome","36399478"
"270","clec11a","ECMaffiliated","matrisome","36399478"
"271","lgals12","ECMaffiliated","matrisome","36399478"
"272","reg3a","ECMaffiliated","matrisome","36399478"
"273","sema4c","ECMaffiliated","matrisome","36399478"
"274","emcn","ECMaffiliated","matrisome","36399478"
"275","c1ql2","ECMaffiliated","matrisome","36399478"
"276","c1qtnf2","ECMaffiliated","matrisome","36399478"
"277","sema5b","ECMaffiliated","matrisome","36399478"
"278","lgals2","ECMaffiliated","matrisome","36399478"
"279","sema3d","ECMaffiliated","matrisome","36399478"
"280","colec10","ECMaffiliated","matrisome","36399478"
"281","sema4f","ECMaffiliated","matrisome","36399478"
"282","sema6b","ECMaffiliated","matrisome","36399478"
"283","sema5a","ECMaffiliated","matrisome","36399478"
"284","elfn1","ECMaffiliated","matrisome","36399478"
"285","lman1l","ECMaffiliated","matrisome","36399478"
"286","sema3d","ECMaffiliated","matrisome","36399478"
"287","sema4a","ECMaffiliated","matrisome","36399478"
"288","sema4g","ECMaffiliated","matrisome","36399478"
"289","plxdc2","ECMaffiliated","matrisome","36399478"
"290","sema3g","ECMaffiliated","matrisome","36399478"
"291","plxdc1","ECMaffiliated","matrisome","36399478"
"293","fn1","ECMglycoprots","matrisome","36399478"
"294","lama5","ECMglycoprots","matrisome","36399478"
"295","fn1","ECMglycoprots","matrisome","36399478"
"296","lama3","ECMglycoprots","matrisome","36399478"
"297","lamb2","ECMglycoprots","matrisome","36399478"
"298","lamc1","ECMglycoprots","matrisome","36399478"
"299","fgb","ECMglycoprots","matrisome","36399478"
"300","fgb","ECMglycoprots","matrisome","36399478"
"301","postn","ECMglycoprots","matrisome","36399478"
"302","lamb3","ECMglycoprots","matrisome","36399478"
"303","fgg","ECMglycoprots","matrisome","36399478"
"304","fgg","ECMglycoprots","matrisome","36399478"
"305","tnc","ECMglycoprots","matrisome","36399478"
"306","fbn1","ECMglycoprots","matrisome","36399478"
"307","nid1","ECMglycoprots","matrisome","36399478"
"308","matn1","ECMglycoprots","matrisome","36399478"
"309","lama5","ECMglycoprots","matrisome","36399478"
"310","emilin1","ECMglycoprots","matrisome","36399478"
"311","fga","ECMglycoprots","matrisome","36399478"
"312","lamc2","ECMglycoprots","matrisome","36399478"
"313","lamb2","ECMglycoprots","matrisome","36399478"
"314","lamb1","ECMglycoprots","matrisome","36399478"
"315","fga","ECMglycoprots","matrisome","36399478"
"316","lama2","ECMglycoprots","matrisome","36399478"
"317","lamc1","ECMglycoprots","matrisome","36399478"
"318","lama4","ECMglycoprots","matrisome","36399478"
"319","eln","ECMglycoprots","matrisome","36399478"
"320","tgfbi","ECMglycoprots","matrisome","36399478"
"321","comp","ECMglycoprots","matrisome","36399478"
"322","mfap4","ECMglycoprots","matrisome","36399478"
"323","vtn","ECMglycoprots","matrisome","36399478"
"324","thbs1","ECMglycoprots","matrisome","36399478"
"325","aebp1","ECMglycoprots","matrisome","36399478"
"326","nid2","ECMglycoprots","matrisome","36399478"
"327","efemp1","ECMglycoprots","matrisome","36399478"
"328","fbn2","ECMglycoprots","matrisome","36399478"
"329","fbn1","ECMglycoprots","matrisome","36399478"
"330","postn","ECMglycoprots","matrisome","36399478"
"331","tnxb","ECMglycoprots","matrisome","36399478"
"332","vwf","ECMglycoprots","matrisome","36399478"
"333","eln","ECMglycoprots","matrisome","36399478"
"334","tnc","ECMglycoprots","matrisome","36399478"
"335","tinagl1","ECMglycoprots","matrisome","36399478"
"336","fbln5","ECMglycoprots","matrisome","36399478"
"337","tinagl1","ECMglycoprots","matrisome","36399478"
"338","mfge8","ECMglycoprots","matrisome","36399478"
"339","agrn","ECMglycoprots","matrisome","36399478"
"340","tgfbi","ECMglycoprots","matrisome","36399478"
"341","spp1","ECMglycoprots","matrisome","36399478"
"342","mfge8","ECMglycoprots","matrisome","36399478"
"343","vwa5a","ECMglycoprots","matrisome","36399478"
"344","npnt","ECMglycoprots","matrisome","36399478"
"345","matn3","ECMglycoprots","matrisome","36399478"
"346","hmcn1","ECMglycoprots","matrisome","36399478"
"347","emilin1","ECMglycoprots","matrisome","36399478"
"348","thbs2","ECMglycoprots","matrisome","36399478"
"349","dpt","ECMglycoprots","matrisome","36399478"
"350","fndc1","ECMglycoprots","matrisome","36399478"
"351","nid1","ECMglycoprots","matrisome","36399478"
"352","abi3bp","ECMglycoprots","matrisome","36399478"
"353","tnr","ECMglycoprots","matrisome","36399478"
"354","agrn","ECMglycoprots","matrisome","36399478"
"355","ltbp1","ECMglycoprots","matrisome","36399478"
"356","vtn","ECMglycoprots","matrisome","36399478"
"357","lama4","ECMglycoprots","matrisome","36399478"
"358","fbn2","ECMglycoprots","matrisome","36399478"
"359","pxdn","ECMglycoprots","matrisome","36399478"
"360","ltbp1","ECMglycoprots","matrisome","36399478"
"361","thbs1","ECMglycoprots","matrisome","36399478"
"362","fbln2","ECMglycoprots","matrisome","36399478"
"363","mxra5","ECMglycoprots","matrisome","36399478"
"364","matn4","ECMglycoprots","matrisome","36399478"
"365","hmcn2","ECMglycoprots","matrisome","36399478"
"366","cilp2","ECMglycoprots","matrisome","36399478"
"367","sbspon","ECMglycoprots","matrisome","36399478"
"368","sparcl1","ECMglycoprots","matrisome","36399478"
"369","fbln1","ECMglycoprots","matrisome","36399478"
"370","pxdn","ECMglycoprots","matrisome","36399478"
"371","hmcn1","ECMglycoprots","matrisome","36399478"
"372","lama1","ECMglycoprots","matrisome","36399478"
"373","pcolce","ECMglycoprots","matrisome","36399478"
"374","sparc","ECMglycoprots","matrisome","36399478"
"375","ltbp4","ECMglycoprots","matrisome","36399478"
"376","igfbp7","ECMglycoprots","matrisome","36399478"
"377","efemp1","ECMglycoprots","matrisome","36399478"
"378","svep1","ECMglycoprots","matrisome","36399478"
"379","ecm1","ECMglycoprots","matrisome","36399478"
"380","igfals","ECMglycoprots","matrisome","36399478"
"381","sspo","ECMglycoprots","matrisome","36399478"
"382","spon1","ECMglycoprots","matrisome","36399478"
"383","tnn","ECMglycoprots","matrisome","36399478"
"384","otol1","ECMglycoprots","matrisome","36399478"
"385","fbln2","ECMglycoprots","matrisome","36399478"
"386","lama3","ECMglycoprots","matrisome","36399478"
"387","lama2","ECMglycoprots","matrisome","36399478"
"388","tnr","ECMglycoprots","matrisome","36399478"
"389","cilp","ECMglycoprots","matrisome","36399478"
"390","thsd4","ECMglycoprots","matrisome","36399478"
"391","tnn","ECMglycoprots","matrisome","36399478"
"392","lama1","ECMglycoprots","matrisome","36399478"
"393","dpt","ECMglycoprots","matrisome","36399478"
"394","ltbp2","ECMglycoprots","matrisome","36399478"
"395","hmcn2","ECMglycoprots","matrisome","36399478"
"396","ltbp2","ECMglycoprots","matrisome","36399478"
"397","igsf10","ECMglycoprots","matrisome","36399478"
"398","mfap4","ECMglycoprots","matrisome","36399478"
"399","pcolce","ECMglycoprots","matrisome","36399478"
"400","nid2","ECMglycoprots","matrisome","36399478"
"401","lamb1","ECMglycoprots","matrisome","36399478"
"402","vwa1","ECMglycoprots","matrisome","36399478"
"403","emid1","ECMglycoprots","matrisome","36399478"
"404","vwf","ECMglycoprots","matrisome","36399478"
"405","mmrn2","ECMglycoprots","matrisome","36399478"
"406","aebp1","ECMglycoprots","matrisome","36399478"
"407","fras1","ECMglycoprots","matrisome","36399478"
"408","lamb3","ECMglycoprots","matrisome","36399478"
"409","slit3","ECMglycoprots","matrisome","36399478"
"410","ltbp3","ECMglycoprots","matrisome","36399478"
"411","igfbp5","ECMglycoprots","matrisome","36399478"
"412","ndnf","ECMglycoprots","matrisome","36399478"
"413","mmrn1","ECMglycoprots","matrisome","36399478"
"414","mepe","ECMglycoprots","matrisome","36399478"
"415","emid1","ECMglycoprots","matrisome","36399478"
"416","otog","ECMglycoprots","matrisome","36399478"
"417","igfbpl1","ECMglycoprots","matrisome","36399478"
"418","igsf10","ECMglycoprots","matrisome","36399478"
"419","svep1","ECMglycoprots","matrisome","36399478"
"420","slit2","ECMglycoprots","matrisome","36399478"
"421","vwa1","ECMglycoprots","matrisome","36399478"
"422","ltbp4","ECMglycoprots","matrisome","36399478"
"423","lgi1","ECMglycoprots","matrisome","36399478"
"424","mmrn1","ECMglycoprots","matrisome","36399478"
"425","fbln7","ECMglycoprots","matrisome","36399478"
"426","matn2","ECMglycoprots","matrisome","36399478"
"427","smoc2","ECMglycoprots","matrisome","36399478"
"428","mgp","ECMglycoprots","matrisome","36399478"
"429","srpx2","ECMglycoprots","matrisome","36399478"
"430","thbs2","ECMglycoprots","matrisome","36399478"
"431","lamc3","ECMglycoprots","matrisome","36399478"
"432","thbs4","ECMglycoprots","matrisome","36399478"
"433","fbn3","ECMglycoprots","matrisome","36399478"
"434","emilin2","ECMglycoprots","matrisome","36399478"
"435","mfap1a","ECMglycoprots","matrisome","36399478"
"436","cilp2","ECMglycoprots","matrisome","36399478"
"437","vit","ECMglycoprots","matrisome","36399478"
"438","lamb4","ECMglycoprots","matrisome","36399478"
"439","mfap2","ECMglycoprots","matrisome","36399478"
"440","thbs3","ECMglycoprots","matrisome","36399478"
"441","igfbp7","ECMglycoprots","matrisome","36399478"
"442","fbln5","ECMglycoprots","matrisome","36399478"
"443","eys","ECMglycoprots","matrisome","36399478"
"444","edil3","ECMglycoprots","matrisome","36399478"
"445","adipoq","ECMglycoprots","matrisome","36399478"
"446","fras1","ECMglycoprots","matrisome","36399478"
"447","igfals","ECMglycoprots","matrisome","36399478"
"448","efemp2","ECMglycoprots","matrisome","36399478"
"449","igfbp3","ECMglycoprots","matrisome","36399478"
"450","srpx2","ECMglycoprots","matrisome","36399478"
"451","fbln1","ECMglycoprots","matrisome","36399478"
"452","mgp","ECMglycoprots","matrisome","36399478"
"453","matn3","ECMglycoprots","matrisome","36399478"
"454","reln","ECMglycoprots","matrisome","36399478"
"455","colq","ECMglycoprots","matrisome","36399478"
"456","emilin3","ECMglycoprots","matrisome","36399478"
"457","papln","ECMglycoprots","matrisome","36399478"
"458","mfap5","ECMglycoprots","matrisome","36399478"
"459","lamc3","ECMglycoprots","matrisome","36399478"
"460","otol1","ECMglycoprots","matrisome","36399478"
"461","vwa3b","ECMglycoprots","matrisome","36399478"
"462","sned1","ECMglycoprots","matrisome","36399478"
"463","ntn1","ECMglycoprots","matrisome","36399478"
"464","npnt","ECMglycoprots","matrisome","36399478"
"465","vwce","ECMglycoprots","matrisome","36399478"
"466","fgl2","ECMglycoprots","matrisome","36399478"
"467","gldn","ECMglycoprots","matrisome","36399478"
"468","vit","ECMglycoprots","matrisome","36399478"
"469","edil3","ECMglycoprots","matrisome","36399478"
"470","lamc2","ECMglycoprots","matrisome","36399478"
"471","emilin2","ECMglycoprots","matrisome","36399478"
"472","dspp","ECMglycoprots","matrisome","36399478"
"473","dmbt1","ECMglycoprots","matrisome","36399478"
"474","otog","ECMglycoprots","matrisome","36399478"
"475","slit3","ECMglycoprots","matrisome","36399478"
"476","cilp","ECMglycoprots","matrisome","36399478"
"477","ecm2","ECMglycoprots","matrisome","36399478"
"478","igfbpl1","ECMglycoprots","matrisome","36399478"
"479","colq","ECMglycoprots","matrisome","36399478"
"480","coch","ECMglycoprots","matrisome","36399478"
"481","bmper","ECMglycoprots","matrisome","36399478"
"482","spon1","ECMglycoprots","matrisome","36399478"
"483","vwa7","ECMglycoprots","matrisome","36399478"
"484","comp","ECMglycoprots","matrisome","36399478"
"485","adipoq","ECMglycoprots","matrisome","36399478"
"486","srpx","ECMglycoprots","matrisome","36399478"
"487","reln","ECMglycoprots","matrisome","36399478"
"488","papln","ECMglycoprots","matrisome","36399478"
"489","kcp","ECMglycoprots","matrisome","36399478"
"490","otogl","ECMglycoprots","matrisome","36399478"
"491","fndc7","ECMglycoprots","matrisome","36399478"
"492","ntn3","ECMglycoprots","matrisome","36399478"
"493","mepe","ECMglycoprots","matrisome","36399478"
"494","matn1","ECMglycoprots","matrisome","36399478"
"495","vwa5b1","ECMglycoprots","matrisome","36399478"
"496","vwa5b2","ECMglycoprots","matrisome","36399478"
"497","mmrn2","ECMglycoprots","matrisome","36399478"
"498","thsd4","ECMglycoprots","matrisome","36399478"
"499","matn2","ECMglycoprots","matrisome","36399478"
"500","vwa5b1","ECMglycoprots","matrisome","36399478"
"501","dmp1","ECMglycoprots","matrisome","36399478"
"502","lgi3","ECMglycoprots","matrisome","36399478"
"503","pcolce2","ECMglycoprots","matrisome","36399478"
"504","sbspon","ECMglycoprots","matrisome","36399478"
"505","crim1","ECMglycoprots","matrisome","36399478"
"506","tecta","ECMglycoprots","matrisome","36399478"
"507","srpx","ECMglycoprots","matrisome","36399478"
"508","egflam","ECMglycoprots","matrisome","36399478"
"509","tecta","ECMglycoprots","matrisome","36399478"
"510","emilin3","ECMglycoprots","matrisome","36399478"
"511","igfbp6","ECMglycoprots","matrisome","36399478"
"512","gas6","ECMglycoprots","matrisome","36399478"
"513","mfap2","ECMglycoprots","matrisome","36399478"
"514","ndnf","ECMglycoprots","matrisome","36399478"
"515","slit1","ECMglycoprots","matrisome","36399478"
"516","spp1","ECMglycoprots","matrisome","36399478"
"517","kcp","ECMglycoprots","matrisome","36399478"
"518","oit3","ECMglycoprots","matrisome","36399478"
"519","slit2","ECMglycoprots","matrisome","36399478"
"520","ecm2","ECMglycoprots","matrisome","36399478"
"521","thbs4","ECMglycoprots","matrisome","36399478"
"522","pxdnl","ECMglycoprots","matrisome","36399478"
"523","igfbp5","ECMglycoprots","matrisome","36399478"
"524","zp2","ECMglycoprots","matrisome","36399478"
"525","efemp2","ECMglycoprots","matrisome","36399478"
"526","ltbp3","ECMglycoprots","matrisome","36399478"
"527","smoc2","ECMglycoprots","matrisome","36399478"
"528","zp4","ECMglycoprots","matrisome","36399478"
"529","vwa3a","ECMglycoprots","matrisome","36399478"
"530","ibsp","ECMglycoprots","matrisome","36399478"
"531","dmbt1","ECMglycoprots","matrisome","36399478"
"532","vwa5a","ECMglycoprots","matrisome","36399478"
"533","pcolce2","ECMglycoprots","matrisome","36399478"
"534","cthrc1","ECMglycoprots","matrisome","36399478"
"535","gldn","ECMglycoprots","matrisome","36399478"
